ts_utc,day_ahead_usd_mwh
2026-09-15 04:00:00+00:00,21.917873083333333
2026-09-15 05:00:00+00:00,19.42659283333333
2026-09-15 06:00:00+00:00,17.043213833333333
2026-09-15 07:00:00+00:00,15.90273825
2026-09-15 08:00:00+00:00,17.292198083333332
2026-09-15 09:00:00+00:00,21.32444425
2026-09-15 10:00:00+00:00,29.460394
2026-09-15 11:00:00+00:00,30.68509308333333
2026-09-15 12:00:00+00:00,23.52613858333333
2026-09-15 13:00:00+00:00,22.752661416666665
2026-09-15 14:00:00+00:00,28.928225333333334
2026-09-15 15:00:00+00:00,30.693414333333333
2026-09-15 16:00:00+00:00,38.66736358333333
2026-09-15 17:00:00+00:00,47.54213425
2026-09-15 18:00:00+00:00,50.95782608333334
2026-09-15 19:00:00+00:00,58.504875
2026-09-15 20:00:00+00:00,75.70139883333333
2026-09-15 21:00:00+00:00,104.89757583333332
2026-09-15 22:00:00+00:00,152.61670833333332
2026-09-15 23:00:00+00:00,210.3036493333333
2026-09-16 00:00:00+00:00,123.017938
2026-09-16 01:00:00+00:00,64.3227335
2026-09-16 02:00:00+00:00,58.091594750000006
2026-09-16 03:00:00+00:00,45.94923825
2026-09-16 04:00:00+00:00,43.21303275
2026-09-16 05:00:00+00:00,33.87557316666667
2026-09-16 06:00:00+00:00,30.766204833333333
2026-09-16 07:00:00+00:00,28.824095166666662
2026-09-16 08:00:00+00:00,29.410011583333333
2026-09-16 09:00:00+00:00,38.76417675
2026-09-16 10:00:00+00:00,52.851831583333336
2026-09-16 11:00:00+00:00,59.316661
2026-09-16 12:00:00+00:00,38.95973816666667
2026-09-16 13:00:00+00:00,36.979778583333335
2026-09-16 14:00:00+00:00,42.10045508333334
2026-09-16 15:00:00+00:00,52.60853475
2026-09-16 16:00:00+00:00,68.09302
2026-09-16 17:00:00+00:00,78.17534450000001
2026-09-16 18:00:00+00:00,88.26748875
2026-09-16 19:00:00+00:00,98.66130166666666
2026-09-16 20:00:00+00:00,119.22439583333332
2026-09-16 21:00:00+00:00,188.71667466666668
2026-09-16 22:00:00+00:00,255.61728141666663
2026-09-16 23:00:00+00:00,299.5008869166667
2026-09-17 00:00:00+00:00,171.61403575
2026-09-17 01:00:00+00:00,98.05441133333332
2026-09-17 02:00:00+00:00,81.10522333333334
2026-09-17 03:00:00+00:00,61.29133158333334
2026-09-17 04:00:00+00:00,58.75977791666667
2026-09-17 05:00:00+00:00,40.34958
2026-09-17 06:00:00+00:00,34.973417
2026-09-17 07:00:00+00:00,32.087041666666664
2026-09-17 08:00:00+00:00,32.87567025
2026-09-17 09:00:00+00:00,43.35922491666667
2026-09-17 10:00:00+00:00,75.61798575
2026-09-17 11:00:00+00:00,79.88315658333333
2026-09-17 12:00:00+00:00,54.62874
2026-09-17 13:00:00+00:00,52.4909835
2026-09-17 14:00:00+00:00,63.198951916666665
2026-09-17 15:00:00+00:00,73.27213708333333
2026-09-17 16:00:00+00:00,87.96382108333334
2026-09-17 17:00:00+00:00,99.49131349999999
2026-09-17 18:00:00+00:00,120.84151525
2026-09-17 19:00:00+00:00,153.83560291666666
2026-09-17 20:00:00+00:00,180.81637458333333
2026-09-17 21:00:00+00:00,287.96402975
2026-09-17 22:00:00+00:00,453.49829683333337
2026-09-17 23:00:00+00:00,441.55089825
2026-09-18 00:00:00+00:00,193.84955983333336
2026-09-18 01:00:00+00:00,87.94172058333334
2026-09-18 02:00:00+00:00,78.8778375
2026-09-18 03:00:00+00:00,66.76370441666667
2026-09-18 04:00:00+00:00,76.01033083333333
2026-09-18 05:00:00+00:00,47.273516
2026-09-18 06:00:00+00:00,37.52478325
2026-09-18 07:00:00+00:00,34.45201041666667
2026-09-18 08:00:00+00:00,34.32121991666667
2026-09-18 09:00:00+00:00,44.37461325
2026-09-18 10:00:00+00:00,61.46604525
2026-09-18 11:00:00+00:00,74.74422241666666
2026-09-18 12:00:00+00:00,57.28343516666666
2026-09-18 13:00:00+00:00,47.55688058333333
2026-09-18 14:00:00+00:00,54.722199999999994
2026-09-18 15:00:00+00:00,69.41747391666667
2026-09-18 16:00:00+00:00,78.98987916666667
2026-09-18 17:00:00+00:00,97.76311533333335
2026-09-18 18:00:00+00:00,94.60567249999998
2026-09-18 19:00:00+00:00,112.67124633333333
2026-09-18 20:00:00+00:00,131.52285158333333
2026-09-18 21:00:00+00:00,182.0897571666667
2026-09-18 22:00:00+00:00,186.68792625
2026-09-18 23:00:00+00:00,188.03173858333332
2026-09-19 00:00:00+00:00,93.42457733333333
2026-09-19 01:00:00+00:00,59.266757250000005
2026-09-19 02:00:00+00:00,50.89207716666667
2026-09-19 03:00:00+00:00,36.29127041666667
