ts_utc,realtime_usd_mwh
2026-09-17 09:00:00+00:00,17.895934615384615
2026-09-17 10:00:00+00:00,20.810320512820514
2026-09-17 11:00:00+00:00,23.15127307692308
2026-09-17 12:00:00+00:00,23.424953846153844
2026-09-17 13:00:00+00:00,22.937921634615385
2026-09-17 14:00:00+00:00,32.414768589743595
2026-09-17 15:00:00+00:00,23.469229807692308
2026-09-17 16:00:00+00:00,24.50056923076923
2026-09-17 17:00:00+00:00,55.951963461538455
2026-09-17 18:00:00+00:00,54.784199358974355
2026-09-17 19:00:00+00:00,106.02099999999999
2026-09-17 20:00:00+00:00,78.95285192307692
2026-09-17 21:00:00+00:00,165.84731730769232
2026-09-17 22:00:00+00:00,156.79285528846154
2026-09-17 23:00:00+00:00,225.60033413461537
2026-09-18 00:00:00+00:00,57.35900384615385
2026-09-18 01:00:00+00:00,42.950642307692306
2026-09-18 02:00:00+00:00,11.719887820512822
2026-09-18 03:00:00+00:00,13.481864743589744
2026-09-18 04:00:00+00:00,7.7183378205128195
2026-09-18 05:00:00+00:00,85.47193798076923
2026-09-18 06:00:00+00:00,11.614630769230772
2026-09-18 07:00:00+00:00,8.609719230769231
2026-09-18 08:00:00+00:00,3.4387878205128204
2026-09-18 09:00:00+00:00,10.537612820512821
2026-09-18 10:00:00+00:00,16.853571153846154
2026-09-18 11:00:00+00:00,21.403408173076922
2026-09-18 12:00:00+00:00,20.33012019230769
2026-09-18 13:00:00+00:00,17.749845673076923
2026-09-18 14:00:00+00:00,16.94941971153846
2026-09-18 15:00:00+00:00,18.150715865384615
2026-09-18 16:00:00+00:00,23.87685336538462
2026-09-18 17:00:00+00:00,54.071408173076925
2026-09-18 18:00:00+00:00,54.739646794871796
2026-09-18 19:00:00+00:00,35.816842788461535
2026-09-18 20:00:00+00:00,49.96784551282051
2026-09-18 21:00:00+00:00,43.11146923076923
2026-09-18 22:00:00+00:00,51.60943653846154
2026-09-18 23:00:00+00:00,43.276778365384615
2026-09-19 00:00:00+00:00,16.385963461538463
2026-09-19 01:00:00+00:00,27.761471153846156
2026-09-19 02:00:00+00:00,10.534823076923077
2026-09-19 03:00:00+00:00,17.584059615384614
2026-09-19 04:00:00+00:00,25.505595512820516
2026-09-19 05:00:00+00:00,8.9357125
2026-09-19 06:00:00+00:00,21.070250961538463
2026-09-19 07:00:00+00:00,2.656884615384616
2026-09-19 08:00:00+00:00,6.8433506410256415
2026-09-19 09:00:00+00:00,8.79441201923077
2026-09-19 10:00:00+00:00,7.317892307692309
2026-09-19 11:00:00+00:00,8.112699038461539
2026-09-19 12:00:00+00:00,7.476713461538461
2026-09-19 13:00:00+00:00,13.698426923076923
2026-09-19 14:00:00+00:00,25.085034615384618
2026-09-19 15:00:00+00:00,20.74301682692308
2026-09-19 16:00:00+00:00,31.37206682692308
2026-09-19 17:00:00+00:00,21.230022115384614
2026-09-19 18:00:00+00:00,21.086684615384616
2026-09-19 19:00:00+00:00,23.56259375
2026-09-19 20:00:00+00:00,53.42668846153846
2026-09-19 21:00:00+00:00,30.104215384615387
2026-09-19 22:00:00+00:00,52.934047596153846
2026-09-19 23:00:00+00:00,25.679290384615385
2026-09-20 00:00:00+00:00,20.15193846153846
2026-09-20 01:00:00+00:00,22.350159615384616
2026-09-20 02:00:00+00:00,9.50491794871795
2026-09-20 03:00:00+00:00,14.707817307692306
2026-09-20 04:00:00+00:00,19.449859615384614
2026-09-20 05:00:00+00:00,20.06572451923077
2026-09-20 06:00:00+00:00,15.06269230769231
2026-09-20 07:00:00+00:00,17.502301923076924
2026-09-20 08:00:00+00:00,19.027679487179487
2026-09-20 09:00:00+00:00,22.267006249999998
2026-09-20 10:00:00+00:00,21.708884615384616
2026-09-20 11:00:00+00:00,22.312022115384615
2026-09-20 12:00:00+00:00,22.358622435897434
2026-09-20 13:00:00+00:00,22.604602403846155
2026-09-20 14:00:00+00:00,21.88635336538462
2026-09-20 15:00:00+00:00,21.050652403846158
2026-09-20 16:00:00+00:00,40.38856538461538
2026-09-20 17:00:00+00:00,41.922921153846154
2026-09-20 18:00:00+00:00,28.509241666666668
2026-09-20 19:00:00+00:00,24.36631105769231
2026-09-20 20:00:00+00:00,27.4924125
2026-09-20 21:00:00+00:00,28.36741201923077
2026-09-20 22:00:00+00:00,18.439522435897437
2026-09-20 23:00:00+00:00,21.014211538461538
2026-09-21 00:00:00+00:00,35.70599038461538
2026-09-21 01:00:00+00:00,16.908027884615386
2026-09-21 02:00:00+00:00,9.383123076923079
2026-09-21 03:00:00+00:00,20.393583974358975
2026-09-21 04:00:00+00:00,22.38785961538462
2026-09-21 05:00:00+00:00,22.61020576923077
2026-09-21 06:00:00+00:00,22.26872307692308
2026-09-21 07:00:00+00:00,22.4979858974359
2026-09-21 08:00:00+00:00,22.59872403846154
2026-09-21 09:00:00+00:00,21.792926282051283
2026-09-21 10:00:00+00:00,21.895101282051282
2026-09-21 11:00:00+00:00,24.739949358974357
2026-09-21 12:00:00+00:00,24.23177435897436
2026-09-21 13:00:00+00:00,24.157225
2026-09-21 14:00:00+00:00,20.824645512820513
2026-09-21 15:00:00+00:00,28.60934375
2026-09-21 16:00:00+00:00,26.756064743589743
2026-09-21 17:00:00+00:00,26.416679326923077
2026-09-21 18:00:00+00:00,48.27905576923077
2026-09-21 19:00:00+00:00,33.74554182692307
2026-09-21 20:00:00+00:00,27.95576794871795
2026-09-21 21:00:00+00:00,33.99057692307693
2026-09-21 22:00:00+00:00,30.63261298076923
2026-09-21 23:00:00+00:00,27.205575
2026-09-22 00:00:00+00:00,29.955948076923075
2026-09-22 01:00:00+00:00,27.54499903846154
2026-09-22 02:00:00+00:00,22.86945673076923
2026-09-22 03:00:00+00:00,21.286477564102565
2026-09-22 04:00:00+00:00,21.035607051282046
2026-09-22 05:00:00+00:00,20.884252564102564
2026-09-22 06:00:00+00:00,20.83150769230769
2026-09-22 07:00:00+00:00,20.478783974358972
2026-09-22 08:00:00+00:00,21.806217948717947
2026-09-22 09:00:00+00:00,25.439842307692306
2026-09-22 10:00:00+00:00,30.07538012820513
2026-09-22 11:00:00+00:00,35.80064615384615
2026-09-22 12:00:00+00:00,41.56703365384615
2026-09-22 13:00:00+00:00,25.865111538461537
2026-09-22 14:00:00+00:00,20.133209615384615
2026-09-22 15:00:00+00:00,16.35094423076923
2026-09-22 16:00:00+00:00,19.46010448717949
2026-09-22 17:00:00+00:00,23.266777884615387
2026-09-22 18:00:00+00:00,24.036427564102564
2026-09-22 19:00:00+00:00,24.780426923076924
2026-09-22 20:00:00+00:00,28.12466298076923
2026-09-22 21:00:00+00:00,20.841615384615384
2026-09-22 22:00:00+00:00,20.819236057692308
2026-09-22 23:00:00+00:00,21.095782692307694
2026-09-23 00:00:00+00:00,
2026-09-23 01:00:00+00:00,
2026-09-23 02:00:00+00:00,
2026-09-23 03:00:00+00:00,13.302234615384616
2026-09-23 04:00:00+00:00,13.123706410256409
2026-09-23 05:00:00+00:00,14.776476282051282
2026-09-23 06:00:00+00:00,16.958133653846154
2026-09-23 07:00:00+00:00,15.150189743589744
2026-09-23 08:00:00+00:00,14.460817948717951
2026-09-23 09:00:00+00:00,17.18516153846154
2026-09-23 10:00:00+00:00,20.854327564102565
2026-09-23 11:00:00+00:00,22.884849519230766
2026-09-23 12:00:00+00:00,29.875535576923077
2026-09-23 13:00:00+00:00,22.534383173076925
2026-09-23 14:00:00+00:00,21.512388461538464
2026-09-23 15:00:00+00:00,20.23050721153846
2026-09-23 16:00:00+00:00,21.1703608974359
2026-09-23 17:00:00+00:00,23.949492788461537
2026-09-23 18:00:00+00:00,39.39934615384615
2026-09-23 19:00:00+00:00,37.724346153846156
2026-09-23 20:00:00+00:00,98.11945897435898
2026-09-23 21:00:00+00:00,27.03360865384615
2026-09-23 22:00:00+00:00,52.906952403846155
2026-09-23 23:00:00+00:00,33.89977884615384
2026-09-24 00:00:00+00:00,24.161830769230768
2026-09-24 01:00:00+00:00,12.935400000000001
2026-09-24 02:00:00+00:00,12.76857435897436
2026-09-24 03:00:00+00:00,8.04499294871795
2026-09-24 04:00:00+00:00,3.9627230769230763
2026-09-24 05:00:00+00:00,2.9452442307692306
2026-09-24 06:00:00+00:00,3.190327884615385
2026-09-24 07:00:00+00:00,1.5544352564102564
2026-09-24 08:00:00+00:00,1.836883653846154
2026-09-24 09:00:00+00:00,4.878438942307692
2026-09-24 10:00:00+00:00,9.466628205128204
2026-09-24 11:00:00+00:00,22.527289423076923
2026-09-24 12:00:00+00:00,20.213558653846153
2026-09-24 13:00:00+00:00,21.977283333333332
2026-09-24 14:00:00+00:00,19.410060897435898
2026-09-24 15:00:00+00:00,21.826130769230772
2026-09-24 16:00:00+00:00,21.29100128205128
2026-09-24 17:00:00+00:00,22.03110480769231
2026-09-24 18:00:00+00:00,24.241316666666666
2026-09-24 19:00:00+00:00,24.430402884615383
2026-09-24 20:00:00+00:00,26.55520576923077
2026-09-24 21:00:00+00:00,46.49585384615384
2026-09-24 22:00:00+00:00,28.655582692307693
2026-09-24 23:00:00+00:00,25.150501923076924
2026-09-25 00:00:00+00:00,33.792225
2026-09-25 01:00:00+00:00,27.505576923076923
2026-09-25 02:00:00+00:00,20.131125
2026-09-25 03:00:00+00:00,22.314064102564103
2026-09-25 04:00:00+00:00,6.710255769230769
2026-09-25 05:00:00+00:00,11.355645512820514
2026-09-25 06:00:00+00:00,7.423887499999999
2026-09-25 07:00:00+00:00,26.657952564102562
2026-09-25 08:00:00+00:00,13.16134358974359
2026-09-25 09:00:00+00:00,19.698866025641028
2026-09-25 10:00:00+00:00,23.03234423076923
2026-09-25 11:00:00+00:00,24.983608173076924
2026-09-25 12:00:00+00:00,47.12674134615384
2026-09-25 13:00:00+00:00,20.031459134615385
2026-09-25 14:00:00+00:00,28.522182051282048
2026-09-25 15:00:00+00:00,27.61228012820513
2026-09-25 16:00:00+00:00,29.508948717948723
2026-09-25 17:00:00+00:00,31.872007692307697
